"Time (ISO-YMD)","B Field - ECF x (mGauss)","B Field - ECF y (mGauss)","B Field - ECF z (mGauss)"
2019-11-16T21:02:00.000,-135.379,-346.654,-133.627
2019-11-16T21:02:30.000,-115.167,-348.847,-134.982
2019-11-16T21:03:00.000,-94.803,-349.786,-134.896
2019-11-16T21:03:30.000,-74.502,-349.433,-133.369
2019-11-16T21:04:00.000,-54.493,-347.770,-130.429
2019-11-16T21:04:30.000,-35.006,-344.805,-126.132
2019-11-16T21:05:00.000,-16.271,-340.574,-120.564
2019-11-16T21:05:30.000,1.494,-335.142,-113.842
2019-11-16T21:06:00.000,18.092,-328.600,-106.108
2019-11-16T21:06:30.000,33.351,-321.067,-97.526
2019-11-16T21:07:00.000,47.134,-312.683,-88.277
2019-11-16T21:07:30.000,59.342,-303.609,-78.554
2019-11-16T21:08:00.000,69.919,-294.018,-68.554
2019-11-16T21:08:30.000,78.852,-284.090,-58.470
2019-11-16T21:09:00.000,86.174,-274.008,-48.487
2019-11-16T21:09:30.000,91.956,-263.950,-38.772
2019-11-16T21:10:00.000,96.308,-254.084,-29.474
2019-11-16T21:10:30.000,99.375,-244.560,-20.712
2019-11-16T21:11:00.000,101.323,-235.509,-12.578
2019-11-16T21:11:30.000,102.337,-227.038,-5.132
2019-11-16T21:12:00.000,102.614,-219.226,1.597
2019-11-16T21:12:30.000,102.351,-212.127,7.612
2019-11-16T21:13:00.000,101.738,-205.764,12.942
2019-11-16T21:13:30.000,100.954,-200.137,17.645
2019-11-16T21:14:00.000,100.156,-195.219,21.797
2019-11-16T21:14:30.000,99.479,-190.965,25.492
2019-11-16T21:15:00.000,99.031,-187.313,28.833
2019-11-16T21:15:30.000,98.890,-184.187,31.930
2019-11-16T21:16:00.000,99.107,-181.507,34.893
2019-11-16T21:16:30.000,99.703,-179.189,37.828
2019-11-16T21:17:00.000,100.680,-177.148,40.831
2019-11-16T21:17:30.000,102.017,-175.308,43.991
2019-11-16T21:18:00.000,103.678,-173.598,47.385
2019-11-16T21:18:30.000,105.620,-171.953,51.076
2019-11-16T21:19:00.000,107.791,-170.322,55.121
2019-11-16T21:19:30.000,110.139,-168.656,59.568
2019-11-16T21:20:00.000,112.610,-166.913,64.459
2019-11-16T21:20:30.000,115.152,-165.054,69.835
2019-11-16T21:21:00.000,117.710,-163.038,75.739
2019-11-16T21:21:30.000,120.225,-160.820,82.212
2019-11-16T21:22:00.000,122.628,-158.350,89.300
2019-11-16T21:22:30.000,124.840,-155.569,97.045
2019-11-16T21:23:00.000,126.759,-152.414,105.488
2019-11-16T21:23:30.000,128.264,-148.812,114.656
2019-11-16T21:24:00.000,129.209,-144.692,124.565
2019-11-16T21:24:30.000,129.423,-139.985,135.202
2019-11-16T21:25:00.000,128.716,-134.630,146.529
2019-11-16T21:25:30.000,126.881,-128.585,158.470
2019-11-16T21:26:00.000,123.707,-121.825,170.908
2019-11-16T21:26:30.000,118.984,-114.354,183.687
2019-11-16T21:27:00.000,112.521,-106.210,196.613
2019-11-16T21:27:30.000,104.155,-97.459,209.454
2019-11-16T21:28:00.000,93.761,-88.205,221.952
2019-11-16T21:28:30.000,81.264,-78.580,233.831
2019-11-16T21:29:00.000,66.644,-68.743,244.808
2019-11-16T21:29:30.000,49.940,-58.875,254.605
2019-11-16T21:30:00.000,31.253,-49.171,262.958
2019-11-16T21:30:30.000,10.737,-39.829,269.632
2019-11-16T21:31:00.000,-11.401,-31.049,274.426
2019-11-16T21:31:30.000,-34.910,-23.019,277.181
2019-11-16T21:32:00.000,-59.507,-15.911,277.781
2019-11-16T21:32:30.000,-84.888,-9.880,276.161
2019-11-16T21:33:00.000,-110.732,-5.052,272.299
2019-11-16T21:33:30.000,-136.718,-1.530,266.220
2019-11-16T21:34:00.000,-162.529,0.613,257.987
2019-11-16T21:34:30.000,-187.863,1.331,247.701
2019-11-16T21:35:00.000,-212.433,0.604,235.492
2019-11-16T21:35:30.000,-235.981,-1.560,221.516
2019-11-16T21:36:00.000,-258.271,-5.134,205.949
2019-11-16T21:36:30.000,-279.102,-10.067,188.982
2019-11-16T21:37:00.000,-298.302,-16.293,170.817
2019-11-16T21:37:30.000,-315.732,-23.730,151.660
2019-11-16T21:38:00.000,-331.288,-32.286,131.719
2019-11-16T21:38:30.000,-344.897,-41.858,111.200
2019-11-16T21:39:00.000,-356.516,-52.342,90.304
2019-11-16T21:39:30.000,-366.136,-63.627,69.221
2019-11-16T21:40:00.000,-373.772,-75.606,48.128
2019-11-16T21:40:30.000,-379.463,-88.176,27.189
2019-11-16T21:41:00.000,-383.270,-101.235,6.552
2019-11-16T21:41:30.000,-385.271,-114.694,-13.655
2019-11-16T21:42:00.000,-385.557,-128.470,-33.320
2019-11-16T21:42:30.000,-384.226,-142.490,-52.351
2019-11-16T21:43:00.000,-381.384,-156.693,-70.673
2019-11-16T21:43:30.000,-377.136,-171.030,-88.227
2019-11-16T21:44:00.000,-371.582,-185.462,-104.972
2019-11-16T21:44:30.000,-364.817,-199.959,-120.876
2019-11-16T21:45:00.000,-356.927,-214.505,-135.922
2019-11-16T21:45:30.000,-347.984,-229.087,-150.098
2019-11-16T21:46:00.000,-338.045,-243.700,-163.397
2019-11-16T21:46:30.000,-327.150,-258.343,-175.815
2019-11-16T21:47:00.000,-315.323,-273.012,-187.344
2019-11-16T21:47:30.000,-302.573,-287.700,-197.969
2019-11-16T21:48:00.000,-288.892,-302.393,-207.671
2019-11-16T21:48:30.000,-274.264,-317.064,-216.417
2019-11-16T21:49:00.000,-258.664,-331.674,-224.163
2019-11-16T21:49:30.000,-242.068,-346.163,-230.851
2019-11-16T21:50:00.000,-224.454,-360.457,-236.412
2019-11-16T21:50:30.000,-205.809,-374.458,-240.770
2019-11-16T21:51:00.000,-186.140,-388.054,-243.836
2019-11-16T21:51:30.000,-165.470,-401.116,-245.524
2019-11-16T21:52:00.000,-143.848,-413.501,-245.743
2019-11-16T21:52:30.000,-121.349,-425.062,-244.412
2019-11-16T21:53:00.000,-98.075,-435.644,-241.456
2019-11-16T21:53:30.000,-74.154,-445.096,-236.815
2019-11-16T21:54:00.000,-49.739,-453.272,-230.445
2019-11-16T21:54:30.000,-25.005,-460.037,-222.320
2019-11-16T21:55:00.000,-0.143,-465.268,-212.435
2019-11-16T21:55:30.000,24.640,-468.860,-200.804
2019-11-16T21:56:00.000,49.128,-470.726,-187.466
2019-11-16T21:56:30.000,73.099,-470.799,-172.476
2019-11-16T21:57:00.000,96.329,-469.030,-155.913
2019-11-16T21:57:30.000,118.596,-465.394,-137.875
2019-11-16T21:58:00.000,139.679,-459.886,-118.477
2019-11-16T21:58:30.000,159.368,-452.523,-97.855
2019-11-16T21:59:00.000,177.461,-443.342,-76.157
2019-11-16T21:59:30.000,193.772,-432.404,-53.553
2019-11-16T22:00:00.000,208.131,-419.789,-30.221
2019-11-16T22:00:30.000,220.387,-405.601,-6.353
2019-11-16T22:01:00.000,230.414,-389.961,17.849
2019-11-16T22:01:30.000,238.112,-373.012,42.180
2019-11-16T22:02:00.000,243.410,-354.912,66.429
2019-11-16T22:02:30.000,246.270,-335.832,90.392
2019-11-16T22:03:00.000,246.683,-315.956,113.868
2019-11-16T22:03:30.000,244.673,-295.472,136.665
2019-11-16T22:04:00.000,240.296,-274.573,158.608
2019-11-16T22:04:30.000,233.637,-253.448,179.538
2019-11-16T22:05:00.000,224.806,-232.281,199.317
2019-11-16T22:05:30.000,213.934,-211.246,217.827
2019-11-16T22:06:00.000,201.170,-190.502,234.977
2019-11-16T22:06:30.000,186.675,-170.193,250.696
2019-11-16T22:07:00.000,170.617,-150.443,264.936
2019-11-16T22:07:30.000,153.164,-131.356,277.672
2019-11-16T22:08:00.000,134.480,-113.018,288.894
2019-11-16T22:08:30.000,114.723,-95.493,298.608
2019-11-16T22:09:00.000,94.037,-78.831,306.831
2019-11-16T22:09:30.000,72.555,-63.063,313.584
2019-11-16T22:10:00.000,50.394,-48.212,318.894
2019-11-16T22:10:30.000,27.657,-34.289,322.784
2019-11-16T22:11:00.000,4.436,-21.305,325.274
2019-11-16T22:11:30.000,-19.186,-9.265,326.375
2019-11-16T22:12:00.000,-43.132,1.819,326.094
2019-11-16T22:12:30.000,-67.327,11.933,324.429
2019-11-16T22:13:00.000,-91.691,21.055,321.374
2019-11-16T22:13:30.000,-116.139,29.158,316.920
2019-11-16T22:14:00.000,-140.576,36.208,311.057
2019-11-16T22:14:30.000,-164.894,42.165,303.783
2019-11-16T22:15:00.000,-188.974,46.987,295.101
2019-11-16T22:15:30.000,-212.686,50.633,285.031
2019-11-16T22:16:00.000,-235.891,53.065,273.604
2019-11-16T22:16:30.000,-258.444,54.250,260.870
2019-11-16T22:17:00.000,-280.196,54.165,246.897
2019-11-16T22:17:30.000,-301.003,52.797,231.770
2019-11-16T22:18:00.000,-320.726,50.145,215.591
2019-11-16T22:18:30.000,-339.234,46.221,198.476
2019-11-16T22:19:00.000,-356.410,41.049,180.551
2019-11-16T22:19:30.000,-372.151,34.665,161.951
2019-11-16T22:20:00.000,-386.370,27.116,142.817
2019-11-16T22:20:30.000,-398.997,18.460,123.293
2019-11-16T22:21:00.000,-409.977,8.760,103.520
2019-11-16T22:21:30.000,-419.272,-1.909,83.641
2019-11-16T22:22:00.000,-426.857,-13.471,63.791
2019-11-16T22:22:30.000,-432.722,-25.841,44.102
2019-11-16T22:23:00.000,-436.871,-38.934,24.699
2019-11-16T22:23:30.000,-439.319,-52.659,5.700
2019-11-16T22:24:00.000,-440.091,-66.926,-12.786
2019-11-16T22:24:30.000,-439.224,-81.643,-30.659
2019-11-16T22:25:00.000,-436.759,-96.718,-47.828
2019-11-16T22:25:30.000,-432.750,-112.059,-64.212
2019-11-16T22:26:00.000,-427.251,-127.577,-79.740
2019-11-16T22:26:30.000,-420.323,-143.186,-94.352
2019-11-16T22:27:00.000,-412.027,-158.801,-107.994
2019-11-16T22:27:30.000,-402.428,-174.340,-120.622
2019-11-16T22:28:00.000,-391.585,-189.724,-132.200
2019-11-16T22:28:30.000,-379.561,-204.874,-142.695
2019-11-16T22:29:00.000,-366.415,-219.715,-152.080
2019-11-16T22:29:30.000,-352.204,-234.170,-160.329
2019-11-16T22:30:00.000,-336.985,-248.162,-167.419
2019-11-16T22:30:30.000,-320.815,-261.613,-173.325
2019-11-16T22:31:00.000,-303.754,-274.441,-178.024
2019-11-16T22:31:30.000,-285.867,-286.563,-181.491
2019-11-16T22:32:00.000,-267.226,-297.892,-183.703
2019-11-16T22:32:30.000,-247.910,-308.339,-184.636
2019-11-16T22:33:00.000,-228.012,-317.812,-184.271
2019-11-16T22:33:30.000,-207.638,-326.220,-182.596
2019-11-16T22:34:00.000,-186.908,-333.474,-179.604
2019-11-16T22:34:30.000,-165.959,-339.489,-175.301
2019-11-16T22:35:00.000,-144.939,-344.188,-169.707
2019-11-16T22:35:30.000,-124.015,-347.506,-162.859
2019-11-16T22:36:00.000,-103.360,-349.394,-154.811
2019-11-16T22:36:30.000,-83.157,-349.820,-145.638
2019-11-16T22:37:00.000,-63.591,-348.779,-135.436
2019-11-16T22:37:30.000,-44.844,-346.286,-124.317
2019-11-16T22:38:00.000,-27.088,-342.388,-112.412
2019-11-16T22:38:30.000,-10.484,-337.156,-99.867
2019-11-16T22:39:00.000,4.831,-330.691,-86.834
2019-11-16T22:39:30.000,18.741,-323.116,-73.473
2019-11-16T22:40:00.000,31.162,-314.576,-59.941
2019-11-16T22:40:30.000,42.036,-305.231,-46.391
2019-11-16T22:41:00.000,51.342,-295.253,-32.962
2019-11-16T22:41:30.000,59.085,-284.819,-19.785
2019-11-16T22:42:00.000,65.301,-274.102,-6.967
2019-11-16T22:42:30.000,70.053,-263.274,5.398
2019-11-16T22:43:00.000,73.425,-252.490,17.240
2019-11-16T22:43:30.000,75.519,-241.896,28.507
2019-11-16T22:44:00.000,76.453,-231.614,39.167
2019-11-16T22:44:30.000,76.355,-221.753,49.204
2019-11-16T22:45:00.000,75.356,-212.395,58.622
2019-11-16T22:45:30.000,73.594,-203.606,67.437
2019-11-16T22:46:00.000,71.200,-195.427,75.679
2019-11-16T22:46:30.000,68.307,-187.880,83.392
2019-11-16T22:47:00.000,65.034,-180.967,90.627
2019-11-16T22:47:30.000,61.492,-174.671,97.446
2019-11-16T22:48:00.000,57.779,-168.960,103.914
2019-11-16T22:48:30.000,53.975,-163.784,110.102
2019-11-16T22:49:00.000,50.144,-159.083,116.080
2019-11-16T22:49:30.000,46.330,-154.786,121.918
2019-11-16T22:50:00.000,42.560,-150.814,127.680
2019-11-16T22:50:30.000,38.842,-147.088,133.422
2019-11-16T22:51:00.000,35.169,-143.523,139.193
2019-11-16T22:51:30.000,31.519,-140.042,145.029
2019-11-16T22:52:00.000,27.862,-136.567,150.957
2019-11-16T22:52:30.000,24.159,-133.026,156.995
2019-11-16T22:53:00.000,20.367,-129.354,163.149
2019-11-16T22:53:30.000,16.439,-125.487,169.417
2019-11-16T22:54:00.000,12.326,-121.368,175.790
2019-11-16T22:54:30.000,7.977,-116.939,182.251
2019-11-16T22:55:00.000,3.337,-112.146,188.777
2019-11-16T22:55:30.000,-1.650,-106.934,195.333
2019-11-16T22:56:00.000,-7.048,-101.252,201.879
2019-11-16T22:56:30.000,-12.929,-95.050,208.359
2019-11-16T22:57:00.000,-19.366,-88.288,214.704
2019-11-16T22:57:30.000,-26.442,-80.936,220.828
2019-11-16T22:58:00.000,-34.239,-72.978,226.628
2019-11-16T22:58:30.000,-42.838,-64.421,231.986
2019-11-16T22:59:00.000,-52.313,-55.294,236.766
2019-11-16T22:59:30.000,-62.724,-45.654,240.823
2019-11-16T23:00:00.000,-74.113,-35.585,244.003
2019-11-16T23:00:30.000,-86.499,-25.201,246.156
2019-11-16T23:01:00.000,-99.871,-14.638,247.133
2019-11-16T23:01:30.000,-114.189,-4.052,246.803
2019-11-16T23:02:00.000,-129.383,6.384,245.052
2019-11-16T23:02:30.000,-145.353,16.491,241.792
2019-11-16T23:03:00.000,-161.974,26.089,236.962
2019-11-16T23:03:30.000,-179.098,35.002,230.534
2019-11-16T23:04:00.000,-196.563,43.066,222.509
2019-11-16T23:04:30.000,-214.193,50.134,212.919
2019-11-16T23:05:00.000,-231.812,56.076,201.825
2019-11-16T23:05:30.000,-249.241,60.784,189.312
2019-11-16T23:06:00.000,-266.307,64.173,175.484
2019-11-16T23:06:30.000,-282.845,66.180,160.466
2019-11-16T23:07:00.000,-298.700,66.763,144.395
2019-11-16T23:07:30.000,-313.731,65.903,127.420
2019-11-16T23:08:00.000,-327.812,63.596,109.695
2019-11-16T23:08:30.000,-340.833,59.862,91.381
2019-11-16T23:09:00.000,-352.697,54.733,72.641
2019-11-16T23:09:30.000,-363.328,48.259,53.638
2019-11-16T23:10:00.000,-372.666,40.504,34.530
2019-11-16T23:10:30.000,-380.669,31.542,15.473
2019-11-16T23:11:00.000,-387.313,21.460,-3.388
2019-11-16T23:11:30.000,-392.590,10.350,-21.915
2019-11-16T23:12:00.000,-396.512,-1.690,-39.983
2019-11-16T23:12:30.000,-399.103,-14.558,-57.479
2019-11-16T23:13:00.000,-400.403,-28.154,-74.307
2019-11-16T23:13:30.000,-400.463,-42.381,-90.383
2019-11-16T23:14:00.000,-399.343,-57.146,-105.642
2019-11-16T23:14:30.000,-397.112,-72.363,-120.029
2019-11-16T23:15:00.000,-393.839,-87.958,-133.507
2019-11-16T23:15:30.000,-389.597,-103.865,-146.049
2019-11-16T23:16:00.000,-384.457,-120.031,-157.638
2019-11-16T23:16:30.000,-378.484,-136.412,-168.266
2019-11-16T23:17:00.000,-371.737,-152.978,-177.931
2019-11-16T23:17:30.000,-364.265,-169.707,-186.631
2019-11-16T23:18:00.000,-356.104,-186.585,-194.366
2019-11-16T23:18:30.000,-347.280,-203.602,-201.133
2019-11-16T23:19:00.000,-337.803,-220.750,-206.920
2019-11-16T23:19:30.000,-327.670,-238.017,-211.711
2019-11-16T23:20:00.000,-316.868,-255.387,-215.478
2019-11-16T23:20:30.000,-305.373,-272.829,-218.181
2019-11-16T23:21:00.000,-293.156,-290.299,-219.774
2019-11-16T23:21:30.000,-280.185,-307.733,-220.196
2019-11-16T23:22:00.000,-266.433,-325.049,-219.384
2019-11-16T23:22:30.000,-251.881,-342.139,-217.269
2019-11-16T23:23:00.000,-236.519,-358.880,-213.781
2019-11-16T23:23:30.000,-220.358,-375.125,-208.858
2019-11-16T23:24:00.000,-203.425,-390.715,-202.442
2019-11-16T23:24:30.000,-185.771,-405.481,-194.489
2019-11-16T23:25:00.000,-167.466,-419.246,-184.973
2019-11-16T23:25:30.000,-148.606,-431.835,-173.881
2019-11-16T23:26:00.000,-129.300,-443.076,-161.223
2019-11-16T23:26:30.000,-109.680,-452.807,-147.027
2019-11-16T23:27:00.000,-89.889,-460.879,-131.340
2019-11-16T23:27:30.000,-70.081,-467.156,-114.229
2019-11-16T23:28:00.000,-50.420,-471.521,-95.776
2019-11-16T23:28:30.000,-31.075,-473.874,-76.082
2019-11-16T23:29:00.000,-12.216,-474.133,-55.262
2019-11-16T23:29:30.000,5.983,-472.236,-33.445
2019-11-16T23:30:00.000,23.352,-468.138,-10.776
2019-11-16T23:30:30.000,39.723,-461.816,12.589
2019-11-16T23:31:00.000,54.932,-453.266,36.480
2019-11-16T23:31:30.000,68.824,-442.507,60.714
2019-11-16T23:32:00.000,81.254,-429.579,85.101
2019-11-16T23:32:30.000,92.089,-414.547,109.440
2019-11-16T23:33:00.000,101.212,-397.501,133.526
2019-11-16T23:33:30.000,108.522,-378.552,157.153
2019-11-16T23:34:00.000,113.940,-357.838,180.117
2019-11-16T23:34:30.000,117.408,-335.514,202.221
2019-11-16T23:35:00.000,118.890,-311.756,223.279
2019-11-16T23:35:30.000,118.371,-286.754,243.119
2019-11-16T23:36:00.000,115.861,-260.709,261.586
2019-11-16T23:36:30.000,111.386,-233.829,278.545
2019-11-16T23:37:00.000,104.993,-206.326,293.884
2019-11-16T23:37:30.000,96.744,-178.412,307.508
2019-11-16T23:38:00.000,86.715,-150.294,319.347
2019-11-16T23:38:30.000,74.994,-122.173,329.347
2019-11-16T23:39:00.000,61.677,-94.243,337.475
2019-11-16T23:39:30.000,46.871,-66.686,343.711
2019-11-16T23:40:00.000,30.686,-39.674,348.053
2019-11-16T23:40:30.000,13.238,-13.367,350.505
2019-11-16T23:41:00.000,-5.351,12.086,351.088
2019-11-16T23:41:30.000,-24.958,36.550,349.825
2019-11-16T23:42:00.000,-45.453,59.898,346.750
2019-11-16T23:42:30.000,-66.707,82.017,341.902
2019-11-16T23:43:00.000,-88.588,102.804,335.327
2019-11-16T23:43:30.000,-110.962,122.163,327.074
2019-11-16T23:44:00.000,-133.694,140.009,317.200
2019-11-16T23:44:30.000,-156.647,156.264,305.767
2019-11-16T23:45:00.000,-179.686,170.859,292.843
2019-11-16T23:45:30.000,-202.673,183.729,278.506
2019-11-16T23:46:00.000,-225.474,194.819,262.839
2019-11-16T23:46:30.000,-247.953,204.082,245.937
2019-11-16T23:47:00.000,-269.979,211.478,227.903
2019-11-16T23:47:30.000,-291.422,216.978,208.850
2019-11-16T23:48:00.000,-312.159,220.564,188.901
2019-11-16T23:48:30.000,-332.071,222.229,168.185
2019-11-16T23:49:00.000,-351.044,221.979,146.842
2019-11-16T23:49:30.000,-368.976,219.834,125.013
2019-11-16T23:50:00.000,-385.771,215.828,102.845
2019-11-16T23:50:30.000,-401.343,210.007,80.487
2019-11-16T23:51:00.000,-415.619,202.431,58.083
2019-11-16T23:51:30.000,-428.533,193.175,35.780
2019-11-16T23:52:00.000,-440.031,182.320,13.715
2019-11-16T23:52:30.000,-450.071,169.962,-7.978
2019-11-16T23:53:00.000,-458.620,156.203,-29.173
2019-11-16T23:53:30.000,-465.656,141.155,-49.751
2019-11-16T23:54:00.000,-471.166,124.932,-69.602
2019-11-16T23:54:30.000,-475.147,107.658,-88.627
2019-11-16T23:55:00.000,-477.608,89.457,-106.732
2019-11-16T23:55:30.000,-478.563,70.455,-123.836
2019-11-16T23:56:00.000,-478.038,50.781,-139.868
2019-11-16T23:56:30.000,-476.066,30.563,-154.765
2019-11-16T23:57:00.000,-472.688,9.925,-168.474
2019-11-16T23:57:30.000,-467.950,-11.010,-180.952
2019-11-16T23:58:00.000,-461.904,-32.124,-192.166
2019-11-16T23:58:30.000,-454.604,-53.304,-202.089
2019-11-16T23:59:00.000,-446.110,-74.439,-210.705
2019-11-16T23:59:30.000,-436.480,-95.426,-218.001
2019-11-17T00:00:00.000,-425.774,-116.166,-223.971
2019-11-17T00:00:30.000,-414.050,-136.562,-228.615
2019-11-17T00:01:00.000,-401.370,-156.521,-231.937
2019-11-17T00:01:30.000,-387.793,-175.953,-233.943
2019-11-17T00:02:00.000,-373.377,-194.767,-234.645
2019-11-17T00:02:30.000,-358.185,-212.877,-234.057
2019-11-17T00:03:00.000,-342.279,-230.195,-232.196
2019-11-17T00:03:30.000,-325.724,-246.634,-229.086
2019-11-17T00:04:00.000,-308.590,-262.109,-224.751
2019-11-17T00:04:30.000,-290.950,-276.538,-219.225
2019-11-17T00:05:00.000,-272.882,-289.840,-212.542
2019-11-17T00:05:30.000,-254.470,-301.938,-204.747
2019-11-17T00:06:00.000,-235.804,-312.759,-195.886
2019-11-17T00:06:30.000,-216.977,-322.237,-186.015
2019-11-17T00:07:00.000,-198.093,-330.314,-175.197
2019-11-17T00:07:30.000,-179.255,-336.937,-163.500
2019-11-17T00:08:00.000,-160.577,-342.068,-151.002
2019-11-17T00:08:30.000,-142.172,-345.680,-137.788
2019-11-17T00:09:00.000,-124.158,-347.760,-123.950
2019-11-17T00:09:30.000,-106.651,-348.313,-109.588
2019-11-17T00:10:00.000,-89.764,-347.360,-94.804
2019-11-17T00:10:30.000,-73.607,-344.943,-79.706
2019-11-17T00:11:00.000,-58.279,-341.119,-64.401
2019-11-17T00:11:30.000,-43.870,-335.966,-48.991
2019-11-17T00:12:00.000,-30.453,-329.575,-33.576
2019-11-17T00:12:30.000,-18.091,-322.047,-18.245
2019-11-17T00:13:00.000,-6.827,-313.494,-3.078
2019-11-17T00:13:30.000,3.309,-304.029,11.859
2019-11-17T00:14:00.000,12.301,-293.763,26.510
2019-11-17T00:14:30.000,20.146,-282.804,40.831
2019-11-17T00:15:00.000,26.851,-271.250,54.791
2019-11-17T00:15:30.000,32.429,-259.192,68.362
2019-11-17T00:16:00.000,36.898,-246.708,81.524
2019-11-17T00:16:30.000,40.280,-233.868,94.257
2019-11-17T00:17:00.000,42.598,-220.734,106.542
2019-11-17T00:17:30.000,43.875,-207.363,118.357
2019-11-17T00:18:00.000,44.140,-193.808,129.680
2019-11-17T00:18:30.000,43.421,-180.121,140.483
2019-11-17T00:19:00.000,41.751,-166.354,150.741
2019-11-17T00:19:30.000,39.169,-152.559,160.425
2019-11-17T00:20:00.000,35.720,-138.788,169.513
2019-11-17T00:20:30.000,31.453,-125.092,177.983
2019-11-17T00:21:00.000,26.424,-111.517,185.821
2019-11-17T00:21:30.000,20.691,-98.104,193.015
2019-11-17T00:22:00.000,14.314,-84.887,199.563
2019-11-17T00:22:30.000,7.355,-71.894,205.462
2019-11-17T00:23:00.000,-0.130,-59.142,210.716
2019-11-17T00:23:30.000,-8.087,-46.644,215.327
2019-11-17T00:24:00.000,-16.467,-34.407,219.298
2019-11-17T00:24:30.000,-25.227,-22.434,222.632
2019-11-17T00:25:00.000,-34.329,-10.728,225.326
2019-11-17T00:25:30.000,-43.740,0.706,227.380
2019-11-17T00:26:00.000,-53.427,11.861,228.791
2019-11-17T00:26:30.000,-63.363,22.729,229.554
2019-11-17T00:27:00.000,-73.517,33.299,229.671
2019-11-17T00:27:30.000,-83.862,43.558,229.140
2019-11-17T00:28:00.000,-94.369,53.494,227.966
2019-11-17T00:28:30.000,-105.010,63.099,226.155
2019-11-17T00:29:00.000,-115.759,72.368,223.714
2019-11-17T00:29:30.000,-126.594,81.300,220.648
2019-11-17T00:30:00.000,-137.498,89.896,216.963
2019-11-17T00:30:30.000,-148.459,98.163,212.657
2019-11-17T00:31:00.000,-159.471,106.103,207.725
2019-11-17T00:31:30.000,-170.534,113.715,202.152
2019-11-17T00:32:00.000,-181.650,120.992,195.919
2019-11-17T00:32:30.000,-192.826,127.915,188.999
2019-11-17T00:33:00.000,-204.065,134.452,181.365
2019-11-17T00:33:30.000,-215.368,140.556,172.989
2019-11-17T00:34:00.000,-226.730,146.165,163.846
2019-11-17T00:34:30.000,-238.134,151.206,153.920
2019-11-17T00:35:00.000,-249.555,155.593,143.205
2019-11-17T00:35:30.000,-260.954,159.238,131.711
2019-11-17T00:36:00.000,-272.284,162.049,119.464
2019-11-17T00:36:30.000,-283.485,163.936,106.505
2019-11-17T00:37:00.000,-294.489,164.819,92.894
2019-11-17T00:37:30.000,-305.224,164.630,78.706
2019-11-17T00:38:00.000,-315.613,163.313,64.027
2019-11-17T00:38:30.000,-325.582,160.832,48.955
2019-11-17T00:39:00.000,-335.057,157.165,33.596
2019-11-17T00:39:30.000,-343.971,152.309,18.059
2019-11-17T00:40:00.000,-352.265,146.277,2.455
2019-11-17T00:40:30.000,-359.888,139.096,-13.109
2019-11-17T00:41:00.000,-366.801,130.804,-28.524
